"","abslat","urban2","season","Slope","conf.low","conf.high","p.value"
"1","slope","natural","Summer",0.00090103654832709,0.000852251931846925,0.000949821164807254,4.2376211648986e-279
"2","slope","natural","Winter",0.00243797159772817,0.00238867457515729,0.00248726862029906,0
"3","slope","suburban","Summer",0.000635086589346475,0.000565297840681899,0.000704875338011052,1.10256657629395e-70
"4","slope","suburban","Winter",0.00198118250718684,0.00191803926583532,0.00204432574853836,0
"5","slope","urban","Summer",0.000491971501303997,0.00041494306549064,0.000568999937117355,7.73213752169426e-36
"6","slope","urban","Winter",0.0017300001047021,0.00165659077037161,0.00180340943903259,0
"7","slope","natural","Summer",0.000896019320396803,0.000847078235160473,0.000944960405633133,2.09532842363636e-274
"8","slope","natural","Winter",0.00243664790465086,0.00238718190043376,0.00248611390886796,0
"9","slope","suburban","Summer",0.000641256177797451,0.0005712404453914,0.000711271910203501,1.44260670439277e-71
"10","slope","suburban","Winter",0.00199124548217955,0.00192789340600383,0.00205459755835527,0
"11","slope","urban","Summer",0.000500343539617513,0.00042305842850007,0.000577628650734957,9.00134336851165e-37
"12","slope","urban","Winter",0.00173601977743599,0.00166236390483948,0.00180967565003251,0
"13","slope","natural","Summer",0.00088717595906045,0.000838336843500543,0.000936015074620356,2.75788708952953e-270
"14","slope","natural","Winter",0.00242063741521753,0.00237129286631477,0.00246998196412029,0
"15","slope","suburban","Summer",0.00063993469624048,0.000570066837217231,0.00070980255526373,1.41912054711735e-71
"16","slope","suburban","Winter",0.00197054289496726,0.00190732626459795,0.00203375952533657,0
"17","slope","urban","Summer",0.000504048748209533,0.000426942375146644,0.000581155121272423,1.8643140517207e-37
"18","slope","urban","Winter",0.0017227867636377,0.00164929276681775,0.00179628076045765,0
"19","slope","natural","Summer",0.000891660275021079,0.000842615965083074,0.000940704584959084,9.93553194817221e-271
"20","slope","natural","Winter",0.0024444058927808,0.00239483907926828,0.00249397270629333,0
"21","slope","suburban","Summer",0.000635530129649048,0.000565375503252893,0.000705684756045203,4.56058534842636e-70
"22","slope","suburban","Winter",0.00197233799030163,0.00190885147175365,0.00203582450884961,0
"23","slope","urban","Summer",0.000499057527759061,0.000421626847242211,0.000576488208275911,1.83750338773148e-36
"24","slope","urban","Winter",0.00172843807144269,0.00165463316881488,0.00180224297407051,0
"25","slope","natural","Summer",0.000901027094388941,0.000852235145504445,0.000949819043273438,5.1728019731833e-279
"26","slope","natural","Winter",0.0024429216277659,0.00239362525316707,0.00249221800236473,0
"27","slope","suburban","Summer",0.000630025514199565,0.000560240406261588,0.000699810622137541,1.32000853637377e-69
"28","slope","suburban","Winter",0.00198066990663241,0.00191752201788471,0.0020438177953801,0
"29","slope","urban","Summer",0.000519953005123845,0.000442925117595618,0.000596980892652072,8.15978378926968e-40
"30","slope","urban","Winter",0.00172877650942297,0.00165535017709776,0.00180220284174817,0
"31","slope","natural","Summer",0.000903846658760895,0.000854661179848474,0.000953032137673316,2.2137358608423e-276
"32","slope","natural","Winter",0.00242957931249122,0.00237986856957467,0.00247929005540777,0
"33","slope","suburban","Summer",0.000622277707036981,0.000551923880833552,0.000692631533240411,6.65829877633756e-67
"34","slope","suburban","Winter",0.00199384951557011,0.00193018919149695,0.00205750983964327,0
"35","slope","urban","Summer",0.000479780341247396,0.000402115842570447,0.000557444839924345,1.20693950098755e-33
"36","slope","urban","Winter",0.00171698217899888,0.0016429662661567,0.00179099809184105,0
"37","slope","natural","Summer",0.000895907025142218,0.000846823918832798,0.000944990131451638,8.28112516219956e-273
"38","slope","natural","Winter",0.00243774983557121,0.0023881460652868,0.00248735360585561,0
"39","slope","suburban","Summer",0.000634307781851128,0.000564095034045476,0.00070452052965678,1.07408534317324e-69
"40","slope","suburban","Winter",0.00198035173451535,0.00191682710072755,0.00204387636830316,0
"41","slope","urban","Summer",0.000507452318241863,0.00042996907736094,0.000584935559122786,1.37479074886834e-37
"42","slope","urban","Winter",0.00173558679717548,0.00166173059787812,0.00180944299647283,0
"43","slope","natural","Summer",0.000902843564098604,0.000854258063519857,0.000951429064677351,2.11443939473414e-282
"44","slope","natural","Winter",0.00243231841486176,0.002383196895517,0.00248143993420651,0
"45","slope","suburban","Summer",0.000638514276756066,0.00056899813513449,0.000708030418377641,5.75244503673272e-72
"46","slope","suburban","Winter",0.00198882199077245,0.00192592997270337,0.00205171400884153,0
"47","slope","urban","Summer",0.000502710503883693,0.00042597639269253,0.000579444615074855,1.30272559962146e-37
"48","slope","urban","Winter",0.00175229029876227,0.00167914332443797,0.00182543727308657,0
"49","slope","natural","Summer",0.000900371753628803,0.000851499841520918,0.000949243665736688,9.6522632748228e-278
"50","slope","natural","Winter",0.00243505185789739,0.0023856757367463,0.00248442797904848,0
"51","slope","suburban","Summer",0.000636206934967841,0.000566310317693614,0.000706103552242068,1.0294065328435e-70
"52","slope","suburban","Winter",0.00197233989943438,0.0019090913927422,0.00203558840612657,0
"53","slope","urban","Summer",0.00048911167381005,0.000411960712453974,0.000566262635166126,2.45085903789962e-35
"54","slope","urban","Winter",0.00174295734455858,0.00166941896755108,0.00181649572156608,0
"55","slope","natural","Summer",0.000898474672431297,0.00084953845726287,0.000947410887599725,6.51963987947955e-276
"56","slope","natural","Winter",0.0024275592572944,0.00237810636181617,0.00247701215277262,0
"57","slope","suburban","Summer",0.000630349878331689,0.000560330739723448,0.000700369016939929,3.16811713673202e-69
"58","slope","suburban","Winter",0.00199856115122683,0.00193521286030574,0.00206190944214791,0
"59","slope","urban","Summer",0.000509822433756663,0.000432548284457826,0.0005870965830555,4.05668434429443e-38
"60","slope","urban","Winter",0.00170747236500516,0.0016338067083355,0.00178113802167482,0
"61","slope","natural","Summer",0.000902616955612165,0.000853762423436506,0.000951471487787823,2.8477583954254e-279
"62","slope","natural","Winter",0.00244315464289242,0.00239380290936434,0.00249250637642051,0
"63","slope","suburban","Summer",0.000626177449613372,0.00055631137293654,0.000696043526290204,1.2420995811388e-68
"64","slope","suburban","Winter",0.00199342244002311,0.00193020064247249,0.00205664423757374,0
"65","slope","urban","Summer",0.000516133592521341,0.000439016562342199,0.000593250622700484,3.57618600754792e-39
"66","slope","urban","Winter",0.00173663305291004,0.00166312859590299,0.00181013750991709,0
"67","slope","natural","Summer",0.000896415528165141,0.000847483919881925,0.000945347136448357,9.63566943765675e-275
"68","slope","natural","Winter",0.00243664495843375,0.00238720008496812,0.00248608983189938,0
"69","slope","suburban","Summer",0.00062524618449658,0.000555253220384906,0.000695239148608254,3.39540601953122e-68
"70","slope","suburban","Winter",0.00197869056787675,0.00191535785578691,0.00204202327996659,0
"71","slope","urban","Summer",0.000486965143915716,0.000409706758103787,0.000564223529727645,5.95963726180324e-35
"72","slope","urban","Winter",0.0017486057228714,0.00167497519947012,0.00182223624627268,0
"73","slope","natural","Summer",0.000902658164849629,0.000853865098567642,0.000951451231131615,5.62862058732143e-280
"74","slope","natural","Winter",0.00243168786465055,0.00238239226187535,0.00248098346742575,0
"75","slope","suburban","Summer",0.000647204808665244,0.000577421088589306,0.000716988528741182,2.5102519969988e-73
"76","slope","suburban","Winter",0.00199030074894937,0.00192716407587916,0.00205343742201958,0
"77","slope","urban","Summer",0.000503467828247451,0.000426445763492698,0.000580489893002203,1.88251451579556e-37
"78","slope","urban","Winter",0.00173594867437144,0.00166254373138929,0.00180935361735359,0
"79","slope","natural","Summer",0.00089281118162069,0.000844066214186301,0.000941556149055078,1.24121792948719e-274
"80","slope","natural","Winter",0.00243216235617095,0.00238290533923981,0.00248141937310209,0
"81","slope","suburban","Summer",0.000636664995645199,0.000566938100194732,0.000706391891095667,3.80466502394846e-71
"82","slope","suburban","Winter",0.00199072703274881,0.00192763354980852,0.00205382051568909,0
"83","slope","urban","Summer",0.000489562226790533,0.000412607143074307,0.000566517310506758,1.43345526480407e-35
"84","slope","urban","Winter",0.00173740364006486,0.00166404725498761,0.00181076002514212,0
"85","slope","natural","Summer",0.000901784504684468,0.000852706745896506,0.000950862263472431,2.47573141574083e-276
"86","slope","natural","Winter",0.00243143562030103,0.00238186263944532,0.00248100860115674,0
"87","slope","suburban","Summer",0.000634941581767652,0.000564750264428741,0.000705132899106563,7.16298513072561e-70
"88","slope","suburban","Winter",0.00198044877204196,0.00191693225331975,0.00204396529076417,0
"89","slope","urban","Summer",0.000497558942559648,0.000420082011290401,0.000575035873828896,3.25814722632887e-36
"90","slope","urban","Winter",0.00171867278912145,0.00164482218331624,0.00179252339492667,0
"91","slope","natural","Summer",0.00089709550492117,0.000848002782763416,0.000946188227078923,2.10014482304078e-273
"92","slope","natural","Winter",0.00243322414580234,0.00238362002747031,0.00248282826413437,0
"93","slope","suburban","Summer",0.000615629240630867,0.000545393482617403,0.000685864998644332,9.64611873065468e-66
"94","slope","suburban","Winter",0.00199481415449402,0.00193126624620339,0.00205836206278466,0
"95","slope","urban","Summer",0.000475511332748927,0.000397989502214478,0.000553033163283375,3.39386928771094e-33
"96","slope","urban","Winter",0.00170007729633432,0.00162619179871863,0.00177396279395001,0
"97","slope","natural","Summer",0.000900550146668638,0.000851790034390624,0.000949310258946653,4.43966938806997e-279
